insideTemperature;summary;outsideTemperature;date
25.27;Clear;17.41;02/12/2001
25.23;Clear;17.51;03/12/2001
24.37;Clear;15.94;04/12/2001
25.47;Clear;18.16;05/12/2001
27.63;Clear;20.89;06/12/2001
29.04;Clear;22.64;07/12/2001
30.62;Clear;24.72;08/12/2001
32.37;Clear;27.71;09/12/2001
34.52;Clear;29.34;10/12/2001
36.51;Clear;29.86;11/12/2001
38.2;Clear;31.8;12/12/2001
38.06;Clear;31.22;13/12/2001
36.58;Clear;29.61;14/12/2001
34.76;Clear;27.16;15/12/2001
34.86;Clear;26.92;16/12/2001
34.58;Clear;26.08;17/12/2001
35.0;Clear;26.55;18/12/2001
35.3;Partly Cloudy;26.67;19/12/2001
35.72;Clear;28.35;20/12/2001
35.6;Clear;28.61;21/12/2001
35.59;Clear;27.85;22/12/2001
35.37;Clear;28.57;23/12/2001
35.53;Clear;28.76;24/12/2001
34.95;Clear;28.74;25/12/2001
34.4;Clear;28.41;26/12/2001
34.07;Clear;28.36;27/12/2001
33.57;Clear;27.97;28/12/2001
33.95;Clear;27.79;29/12/2001
36.38;Clear;30.8;30/12/2001
38.84;Clear;34.11;31/12/2001
42.77;Clear;38.63;01/01/2002
46.02;Clear;42.61;02/01/2002
48.89;Clear;46.1;03/01/2002
51.03;Clear;51.03;04/01/2002
51.6;Clear;51.6;05/01/2002
52.14;Clear;52.14;06/01/2002
49.09;Clear;46.33;07/01/2002
44.76;Clear;41.26;08/01/2002
41.55;Clear;37.53;09/01/2002
39.9;Clear;34.97;10/01/2002
38.37;Clear;33.48;11/01/2002
37.76;Clear;33.4;12/01/2002
40.39;Clear;36.28;13/01/2002
39.49;Clear;34.94;14/01/2002
38.19;Clear;32.81;15/01/2002
38.94;Clear;33.36;16/01/2002
38.26;Clear;33.12;17/01/2002
38.16;Clear;33.25;18/01/2002
38.44;Clear;31.96;19/01/2002
39.36;Clear;33.17;20/01/2002
39.0;Clear;34.53;21/01/2002
40.59;Clear;35.36;22/01/2002
46.39;Clear;42.74;23/01/2002
51.14;Clear;51.14;24/01/2002
55.43;Clear;55.43;25/01/2002
55.22;Clear;55.22;26/01/2002
53.55;Clear;53.55;27/01/2002
51.63;Clear;51.63;28/01/2002
49.69;Clear;45.07;29/01/2002
47.87;Clear;42.75;30/01/2002
45.89;Clear;40.77;31/01/2002
44.04;Clear;38.84;01/02/2002
42.78;Clear;37.67;02/02/2002
40.42;Clear;35.67;03/02/2002
38.59;Clear;34.72;04/02/2002
36.87;Clear;33.75;05/02/2002
34.84;Clear;31.71;06/02/2002
33.09;Clear;30.37;07/02/2002
31.36;Clear;31.36;08/02/2002
29.4;Clear;25.01;09/02/2002
28.31;Clear;24.27;10/02/2002
27.85;Clear;21.43;11/02/2002
27.03;Clear;23.36;12/02/2002
25.98;Clear;25.98;13/02/2002
24.78;Clear;24.78;14/02/2002
27.77;Clear;27.77;15/02/2002
34.66;Clear;29.96;16/02/2002
39.26;Clear;33.44;17/02/2002
42.44;Clear;37.25;18/02/2002
44.37;Clear;40.64;19/02/2002
45.65;Clear;41.89;20/02/2002
46.53;Clear;44.13;21/02/2002
47.12;Clear;45.84;22/02/2002
46.89;Clear;45.78;23/02/2002
42.55;Clear;42.55;24/02/2002
35.98;Clear;35.98;25/02/2002
31.91;Clear;31.91;26/02/2002
30.05;Clear;30.05;27/02/2002
29.33;Clear;29.33;28/02/2002
29.74;Clear;29.74;01/03/2002
30.94;Clear;30.94;02/03/2002
30.58;Clear;30.58;03/03/2002
30.57;Clear;25.25;04/03/2002
30.37;Clear;30.37;05/03/2002
30.42;Clear;26.61;06/03/2002
29.88;Clear;26.62;07/03/2002
30.55;Clear;30.55;08/03/2002
32.71;Clear;32.71;09/03/2002
34.88;Overcast;29.39;10/03/2002
35.51;Light Rain;31.05;11/03/2002
37.41;Heavy Rain;32.79;12/03/2002
38.31;Light Rain;33.48;13/03/2002
39.44;Light Rain;33.6;14/03/2002
40.47;Light Rain;37.42;15/03/2002
41.82;Light Rain;41.82;16/03/2002
43.23;Rain;43.23;17/03/2002
45.82;Rain;41.39;18/03/2002
49.49;Light Rain;45.29;19/03/2002
52.47;Light Rain;52.47;20/03/2002
55.35;Light Rain;55.35;21/03/2002
56.12;Light Rain;56.12;22/03/2002
56.38;Light Rain;56.38;23/03/2002
55.58;Clear;55.58;24/03/2002
55.64;Partly Cloudy;55.64;25/03/2002
55.8;Clear;55.8;26/03/2002
55.33;Clear;55.33;27/03/2002
55.4;Mostly Cloudy;55.4;28/03/2002
55.29;Partly Cloudy;55.29;29/03/2002
54.72;Partly Cloudy;54.72;30/03/2002
53.49;Partly Cloudy;53.49;31/03/2002
52.45;Partly Cloudy;52.45;01/04/2002
52.47;Partly Cloudy;52.47;02/04/2002
50.19;Overcast;50.19;03/04/2002
47.89;Clear;43.87;04/04/2002
48.08;Partly Cloudy;44.66;05/04/2002
48.19;Partly Cloudy;44.52;06/04/2002
48.51;Clear;43.99;07/04/2002
48.89;Clear;43.86;08/04/2002
48.6;Clear;43.86;09/04/2002
48.44;Clear;44.06;10/04/2002
47.48;Clear;42.87;11/04/2002
46.5;Clear;41.7;12/04/2002
44.48;Clear;40.25;13/04/2002
42.04;Clear;38.39;14/04/2002
40.98;Partly Cloudy;38.04;15/04/2002
39.63;Partly Cloudy;34.79;16/04/2002
38.68;Clear;34.99;17/04/2002
38.6;Clear;34.8;18/04/2002
38.28;Clear;33.4;19/04/2002
37.58;Partly Cloudy;33.66;20/04/2002
37.54;Partly Cloudy;31.96;21/04/2002
37.23;Clear;32.71;22/04/2002
36.28;Partly Cloudy;31.1;23/04/2002
35.56;Partly Cloudy;28.71;24/04/2002
33.15;Drizzle;25.83;25/04/2002
32.26;Light Rain;25.06;26/04/2002
31.64;Light Snow;24.27;27/04/2002
31.33;Snow;23.0;28/04/2002
31.04;Snow;21.97;29/04/2002
30.83;Snow;21.62;30/04/2002
30.11;Snow;19.75;01/05/2002
29.42;Light Snow;19.84;02/05/2002
29.62;Light Snow;20.47;03/05/2002
30.5;Heavy Snow;22.14;04/05/2002
31.66;Heavy Snow;22.31;05/05/2002
32.85;Clear;23.44;06/05/2002
31.49;Clear;22.94;07/05/2002
29.75;Clear;20.77;08/05/2002
28.45;Clear;18.85;09/05/2002
27.37;Clear;18.62;10/05/2002
26.22;Clear;18.66;11/05/2002
25.21;Clear;17.64;12/05/2002
22.3;Clear;14.14;13/05/2002
19.86;Clear;13.17;14/05/2002
17.05;Clear;17.05;15/05/2002
15.67;Clear;15.67;16/05/2002
15.1;Clear;15.1;17/05/2002
14.28;Clear;14.28;18/05/2002
14.01;Clear;14.01;19/05/2002
13.49;Clear;13.49;20/05/2002
12.88;Clear;12.88;21/05/2002
13.97;Clear;7.34;22/05/2002
20.27;Clear;20.27;23/05/2002
25.55;Clear;20.19;24/05/2002
30.48;Clear;24.65;25/05/2002
33.29;Clear;26.4;26/05/2002
35.11;Clear;28.31;27/05/2002
36.24;Clear;28.45;28/05/2002
36.23;Clear;28.76;29/05/2002
35.85;Clear;27.71;30/05/2002
33.83;Clear;26.07;31/05/2002
32.04;Clear;24.75;01/06/2002
30.87;Clear;23.35;02/06/2002
29.7;Clear;22.92;03/06/2002
28.96;Clear;21.6;04/06/2002
27.86;Clear;20.41;05/06/2002
26.83;Clear;19.85;06/06/2002
26.57;Clear;20.72;07/06/2002
25.64;Clear;21.77;08/06/2002
24.18;Clear;19.62;09/06/2002
22.0;Clear;22.0;10/06/2002
20.38;Clear;20.38;11/06/2002
19.78;Clear;19.78;12/06/2002
19.31;Clear;19.31;13/06/2002
18.1;Clear;18.1;14/06/2002
19.35;Clear;19.35;15/06/2002
25.57;Clear;25.57;16/06/2002
31.06;Clear;31.06;17/06/2002
36.19;Clear;36.19;18/06/2002
39.27;Clear;39.27;19/06/2002
42.16;Clear;40.62;20/06/2002
43.42;Clear;41.61;21/06/2002
43.93;Clear;42.0;22/06/2002
43.66;Clear;41.2;23/06/2002
38.83;Clear;38.83;24/06/2002
34.12;Clear;34.12;25/06/2002
30.78;Clear;27.08;26/06/2002
29.83;Clear;25.93;27/06/2002
30.79;Clear;27.05;28/06/2002
30.39;Clear;24.98;29/06/2002
30.35;Clear;24.92;30/06/2002
31.28;Clear;25.39;01/07/2002
32.62;Partly Cloudy;25.44;02/07/2002
33.36;Partly Cloudy;25.33;03/07/2002
33.11;Partly Cloudy;24.3;04/07/2002
31.69;Partly Cloudy;21.68;05/07/2002
30.11;Clear;18.6;06/07/2002
28.15;Clear;16.9;07/07/2002
26.47;Clear;14.96;08/07/2002
24.82;Clear;13.65;09/07/2002
23.74;Clear;11.58;10/07/2002
22.85;Partly Cloudy;10.31;11/07/2002
22.34;Clear;10.46;12/07/2002
21.57;Flurries;9.6;13/07/2002
21.54;Light Snow;9.6;14/07/2002
21.49;Light Snow;9.53;15/07/2002
21.98;Light Snow;10.86;16/07/2002
21.94;Light Snow;11.73;17/07/2002
21.81;Light Snow;11.64;18/07/2002
21.25;Light Snow;11.35;19/07/2002
21.21;Light Snow;12.23;20/07/2002
21.26;Snow;13.18;21/07/2002
21.17;Light Snow;13.17;22/07/2002
21.22;Light Snow;14.44;23/07/2002
21.08;Light Snow;14.33;24/07/2002
20.72;Heavy Snow;13.96;25/07/2002
20.6;Heavy Snow;14.24;26/07/2002
20.6;Clear;14.61;27/07/2002
20.45;Clear;13.19;28/07/2002
19.52;Flurries;14.13;29/07/2002
19.15;Light Snow;14.18;30/07/2002
17.53;Light Snow;9.24;31/07/2002
16.73;Clear;10.77;01/08/2002
17.58;Clear;17.58;02/08/2002
19.59;Partly Cloudy;15.05;03/08/2002
21.56;Clear;14.43;04/08/2002
23.79;Light Snow;16.18;05/08/2002
25.51;Light Snow;20.39;06/08/2002
26.69;Light Snow;26.69;07/08/2002
27.7;Clear;27.7;08/08/2002
28.63;Partly Cloudy;28.63;09/08/2002
28.29;Clear;28.29;10/08/2002
26.94;Clear;26.94;11/08/2002
24.34;Clear;24.34;12/08/2002
22.36;Clear;22.36;13/08/2002
21.35;Clear;21.35;14/08/2002
19.67;Clear;19.67;15/08/2002
19.1;Clear;19.1;16/08/2002
19.76;Clear;19.76;17/08/2002
19.76;Clear;19.76;18/08/2002
18.6;Clear;18.6;19/08/2002
17.65;Clear;11.63;20/08/2002
17.43;Clear;17.43;21/08/2002
18.33;Clear;18.33;22/08/2002
19.36;Clear;19.36;23/08/2002
20.48;Light Snow;20.48;24/08/2002
21.69;Flurries;21.69;25/08/2002
23.02;Light Snow;23.02;26/08/2002
25.18;Light Snow;25.18;27/08/2002
27.45;Light Snow;27.45;28/08/2002
29.22;Light Snow;25.88;29/08/2002
31.42;Light Snow;27.41;30/08/2002
32.27;Drizzle;29.41;31/08/2002
32.98;Clear;28.57;01/09/2002
33.18;Partly Cloudy;29.02;02/09/2002
33.22;Partly Cloudy;30.16;03/09/2002
32.63;Partly Cloudy;27.49;04/09/2002
31.46;Partly Cloudy;25.87;05/09/2002
29.85;Flurries;23.12;06/09/2002
29.2;Clear;22.8;07/09/2002
28.55;Clear;22.21;08/09/2002
26.98;Clear;19.26;09/09/2002
26.26;Clear;18.21;10/09/2002
25.15;Clear;17.23;11/09/2002
24.06;Clear;16.43;12/09/2002
23.58;Clear;16.73;13/09/2002
22.7;Clear;14.97;14/09/2002
22.25;Clear;14.48;15/09/2002
22.37;Clear;13.07;16/09/2002
21.79;Partly Cloudy;11.14;17/09/2002
20.9;Partly Cloudy;10.15;18/09/2002
20.69;Partly Cloudy;9.33;19/09/2002
20.83;Partly Cloudy;8.27;20/09/2002
21.08;Clear;8.0;21/09/2002
21.2;Partly Cloudy;8.31;22/09/2002
21.13;Partly Cloudy;7.67;23/09/2002
20.82;Partly Cloudy;6.93;24/09/2002
20.06;Partly Cloudy;5.77;25/09/2002
19.08;Partly Cloudy;4.0;26/09/2002
17.17;Partly Cloudy;0.9;27/09/2002
14.93;Clear;-0.76;28/09/2002
12.92;Clear;-2.82;29/09/2002
11.78;Clear;-4.3;30/09/2002
10.98;Clear;-4.99;01/10/2002
10.48;Clear;-5.84;02/10/2002
9.33;Clear;-6.65;03/10/2002
8.39;Clear;-7.3;04/10/2002
7.15;Clear;-7.73;05/10/2002
6.14;Clear;-7.91;06/10/2002
5.06;Clear;-7.31;07/10/2002
3.88;Clear;-8.17;08/10/2002
3.99;Clear;-8.83;09/10/2002
2.83;Clear;-9.46;10/10/2002
1.1;Clear;-6.82;11/10/2002
0.73;Clear;-8.18;12/10/2002
2.64;Clear;-7.08;13/10/2002
7.52;Clear;-3.04;14/10/2002
12.69;Clear;2.72;15/10/2002
16.05;Clear;7.98;16/10/2002
18.23;Clear;9.08;17/10/2002
19.64;Clear;10.31;18/10/2002
20.61;Clear;11.09;19/10/2002
21.11;Clear;10.22;20/10/2002
21.03;Clear;10.67;21/10/2002
20.65;Clear;10.83;22/10/2002
19.73;Clear;10.62;23/10/2002
19.48;Clear;10.1;24/10/2002
19.01;Clear;10.61;25/10/2002
18.1;Clear;9.63;26/10/2002
15.46;Clear;9.26;27/10/2002
12.36;Clear;6.05;28/10/2002
10.08;Clear;10.08;29/10/2002
8.36;Clear;0.05;30/10/2002
7.31;Clear;7.31;31/10/2002
7.55;Clear;7.55;01/11/2002
8.95;Partly Cloudy;0.93;02/11/2002
9.7;Clear;9.7;03/11/2002
10.01;Partly Cloudy;1.99;04/11/2002
10.4;Partly Cloudy;1.99;05/11/2002
10.79;Clear;-1.1;06/11/2002
15.7;Clear;2.56;07/11/2002
16.51;Clear;0.7;08/11/2002
16.07;Partly Cloudy;-0.53;09/11/2002
14.79;Clear;-2.01;10/11/2002
13.36;Partly Cloudy;-3.76;11/11/2002
11.0;Clear;-7.26;12/11/2002
8.54;Clear;-11.06;13/11/2002
5.4;Clear;-14.89;14/11/2002
2.62;Clear;-16.89;15/11/2002
0.33;Clear;-20.5;16/11/2002
-1.29;Clear;-22.0;17/11/2002
-2.18;Clear;-22.08;18/11/2002
-3.41;Clear;-23.81;19/11/2002
-4.79;Clear;-25.2;20/11/2002
-7.0;Clear;-28.8;21/11/2002
-8.69;Clear;-30.17;22/11/2002
-9.83;Clear;-29.09;23/11/2002
-10.87;Clear;-31.41;24/11/2002
-11.67;Clear;-32.31;25/11/2002
-12.52;Clear;-31.6;26/11/2002
-12.54;Clear;-32.35;27/11/2002
-13.01;Clear;-32.05;28/11/2002
-13.05;Clear;-32.99;29/11/2002
-11.72;Clear;-30.83;30/11/2002
-9.21;Clear;-27.93;01/12/2002
-5.65;Clear;-22.9;02/12/2002
-1.55;Clear;-16.36;03/12/2002
1.57;Clear;-13.87;04/12/2002
4.5;Clear;-9.58;05/12/2002
6.4;Clear;-8.68;06/12/2002
7.62;Clear;-7.44;07/12/2002
7.76;Clear;-6.9;08/12/2002
6.62;Clear;-6.97;09/12/2002
4.54;Clear;-7.45;10/12/2002
2.8;Clear;-9.61;11/12/2002
1.02;Clear;-7.05;12/12/2002
-1.06;Clear;-8.85;13/12/2002
-3.19;Clear;-3.19;14/12/2002
-5.03;Clear;-5.03;15/12/2002
-5.86;Clear;-15.57;16/12/2002
-6.44;Clear;-6.44;17/12/2002
-7.28;Clear;-7.28;18/12/2002
-8.37;Clear;-8.37;19/12/2002
-8.99;Clear;-8.99;20/12/2002
-10.09;Clear;-10.09;21/12/2002
-10.38;Clear;-10.38;22/12/2002
-10.69;Clear;-10.69;23/12/2002
-7.29;Clear;-7.29;24/12/2002
-1.46;Clear;-1.46;25/12/2002
3.85;Clear;3.85;26/12/2002
8.6;Clear;2.0;27/12/2002
12.22;Clear;12.22;28/12/2002
13.77;Mostly Cloudy;6.32;29/12/2002
15.27;Partly Cloudy;15.27;30/12/2002
15.72;Clear;15.72;31/12/2002
15.76;Clear;15.76;01/01/2003
15.83;Clear;9.91;02/01/2003
16.41;Clear;10.72;03/01/2003
16.85;Light Snow;10.03;04/01/2003
17.27;Snow;10.66;05/01/2003
17.83;Snow;9.35;06/01/2003
18.78;Snow;9.73;07/01/2003
19.81;Snow;12.39;08/01/2003
21.62;Snow;14.05;09/01/2003
23.03;Snow;16.93;10/01/2003
24.51;Snow;19.09;11/01/2003
25.77;Heavy Snow;21.49;12/01/2003
28.59;Snow;28.59;13/01/2003
29.59;Light Snow;29.59;14/01/2003
30.75;Clear;30.75;15/01/2003
31.98;Mostly Cloudy;31.98;16/01/2003
34.0;Partly Cloudy;28.1;17/01/2003
35.2;Clear;32.87;18/01/2003
37.66;Clear;33.18;19/01/2003
40.2;Partly Cloudy;37.3;20/01/2003
43.25;Light Rain;38.48;21/01/2003
48.47;Heavy Rain;42.94;22/01/2003
50.25;Heavy Rain;50.25;23/01/2003
52.57;Heavy Rain;52.57;24/01/2003
52.82;Rain;52.82;25/01/2003
52.46;Heavy Rain;52.46;26/01/2003
50.93;Heavy Rain;50.93;27/01/2003
48.75;Heavy Rain;44.48;28/01/2003
46.5;Light Rain;41.34;29/01/2003
42.78;Clear;36.98;30/01/2003
39.61;Partly Cloudy;33.12;31/01/2003
37.13;Clear;28.96;01/02/2003
34.73;Clear;26.46;02/02/2003
33.64;Clear;26.0;03/02/2003
32.99;Clear;24.72;04/02/2003
32.43;Clear;24.88;05/02/2003
32.7;Clear;25.29;06/02/2003
32.34;Clear;26.07;07/02/2003
32.56;Clear;25.56;08/02/2003
32.48;Mostly Cloudy;25.71;09/02/2003
32.89;Clear;26.22;10/02/2003
33.84;Clear;26.05;11/02/2003
35.14;Partly Cloudy;27.35;12/02/2003
35.9;Partly Cloudy;28.96;13/02/2003
36.65;Clear;29.91;14/02/2003
36.7;Partly Cloudy;29.49;15/02/2003
36.78;Clear;29.85;16/02/2003
36.4;Clear;28.87;17/02/2003
35.56;Clear;28.32;18/02/2003
34.77;Clear;27.93;19/02/2003
33.85;Clear;27.36;20/02/2003
32.91;Clear;27.24;21/02/2003
32.72;Partly Cloudy;28.71;22/02/2003
32.39;Clear;26.87;23/02/2003
32.07;Clear;26.85;24/02/2003
31.2;Clear;24.37;25/02/2003
29.32;Clear;21.98;26/02/2003
29.11;Clear;21.35;27/02/2003
28.82;Clear;19.41;28/02/2003
27.31;Clear;18.45;01/03/2003
25.83;Clear;16.21;02/03/2003
24.39;Clear;15.59;03/03/2003
23.58;Clear;14.4;04/03/2003
21.94;Clear;12.93;05/03/2003
23.62;Clear;13.16;06/03/2003
24.58;Clear;12.68;07/03/2003
25.56;Clear;14.39;08/03/2003
27.95;Clear;16.96;09/03/2003
28.96;Clear;18.2;10/03/2003
29.97;Clear;19.78;11/03/2003
30.95;Clear;20.83;12/03/2003
31.43;Clear;21.42;13/03/2003
30.33;Clear;20.36;14/03/2003
28.76;Clear;18.32;15/03/2003
26.52;Clear;17.31;16/03/2003
24.85;Clear;16.12;17/03/2003
23.65;Clear;14.69;18/03/2003
22.04;Clear;13.77;19/03/2003
20.81;Clear;13.28;20/03/2003
19.23;Clear;11.85;21/03/2003
17.64;Clear;10.48;22/03/2003
16.37;Clear;11.13;23/03/2003
15.2;Clear;9.19;24/03/2003
14.51;Clear;9.04;25/03/2003
12.95;Clear;12.95;26/03/2003
12.0;Clear;4.74;27/03/2003
11.58;Clear;11.58;28/03/2003
10.89;Clear;10.89;29/03/2003
15.71;Clear;15.71;30/03/2003
20.68;Clear;20.68;31/03/2003
25.22;Clear;20.68;01/04/2003
29.72;Clear;25.17;02/04/2003
33.29;Clear;28.61;03/04/2003
35.51;Clear;29.97;04/04/2003
36.08;Clear;30.5;05/04/2003
36.44;Clear;29.8;06/04/2003
36.48;Clear;30.03;07/04/2003
35.66;Clear;29.11;08/04/2003
34.64;Partly Cloudy;27.91;09/04/2003
34.15;Partly Cloudy;26.96;10/04/2003
32.95;Partly Cloudy;25.24;11/04/2003
32.59;Partly Cloudy;24.1;12/04/2003
32.1;Clear;24.36;13/04/2003
32.08;Clear;24.2;14/04/2003
32.55;Clear;24.73;15/04/2003
33.93;Overcast;26.65;16/04/2003
34.76;Clear;26.76;17/04/2003
35.99;Clear;28.39;18/04/2003
37.55;Heavy Rain;29.59;19/04/2003
38.77;Clear;31.43;20/04/2003
38.63;Light Rain;31.66;21/04/2003
39.05;Drizzle;31.9;22/04/2003
39.31;Clear;32.61;23/04/2003
40.67;Partly Cloudy;34.61;24/04/2003
43.6;Clear;37.69;25/04/2003
48.79;Clear;44.73;26/04/2003
52.78;Clear;52.78;27/04/2003
55.24;Clear;55.24;28/04/2003
56.85;Clear;56.85;29/04/2003
57.77;Clear;57.77;30/04/2003
57.47;Clear;57.47;01/05/2003
55.54;Clear;55.54;02/05/2003
52.87;Clear;52.87;03/05/2003
51.29;Partly Cloudy;51.29;04/05/2003
50.43;Partly Cloudy;50.43;05/05/2003
50.31;Clear;50.31;06/05/2003
49.94;Clear;46.28;07/05/2003
49.24;Clear;46.25;08/05/2003
47.14;Clear;44.06;09/05/2003
44.14;Clear;41.67;10/05/2003
41.46;Clear;37.59;11/05/2003
41.0;Clear;37.24;12/05/2003
42.41;Clear;36.19;13/05/2003
42.11;Clear;36.71;14/05/2003
42.18;Clear;35.94;15/05/2003
40.45;Clear;34.56;16/05/2003
42.79;Clear;38.02;17/05/2003
45.23;Clear;39.97;18/05/2003
46.7;Clear;41.29;19/05/2003
48.35;Clear;43.99;20/05/2003
49.08;Clear;44.96;21/05/2003
49.74;Clear;45.97;22/05/2003
49.58;Clear;44.77;23/05/2003
49.16;Clear;44.5;24/05/2003
48.52;Clear;44.0;25/05/2003
46.67;Clear;41.96;26/05/2003
43.63;Clear;39.62;27/05/2003
41.27;Clear;37.87;28/05/2003
39.62;Clear;34.73;29/05/2003
39.31;Clear;34.96;30/05/2003
38.38;Partly Cloudy;36.04;31/05/2003
37.46;Partly Cloudy;34.35;01/06/2003
36.6;Clear;33.7;02/06/2003
34.96;Partly Cloudy;34.96;03/06/2003
34.04;Clear;29.59;04/06/2003
33.46;Clear;29.88;05/06/2003
32.66;Clear;27.89;06/06/2003
31.19;Clear;27.87;07/06/2003
29.6;Clear;25.43;08/06/2003
28.95;Clear;24.47;09/06/2003
32.08;Clear;27.95;10/06/2003
36.42;Clear;31.14;11/06/2003
37.55;Clear;32.23;12/06/2003
39.03;Clear;33.59;13/06/2003
40.03;Clear;34.73;14/06/2003
41.39;Clear;35.39;15/06/2003
42.24;Clear;36.48;16/06/2003
42.39;Clear;36.75;17/06/2003
41.15;Clear;35.3;18/06/2003
38.66;Clear;32.86;19/06/2003
35.43;Clear;30.14;20/06/2003
32.25;Clear;32.25;21/06/2003
29.16;Clear;29.16;22/06/2003
26.96;Clear;22.58;23/06/2003
25.62;Clear;20.02;24/06/2003
24.65;Clear;24.65;25/06/2003
23.16;Clear;18.6;26/06/2003
22.71;Clear;16.63;27/06/2003
22.25;Clear;16.6;28/06/2003
22.26;Clear;16.85;29/06/2003
21.89;Clear;14.54;30/06/2003
22.52;Clear;16.99;01/07/2003
22.58;Clear;16.2;02/07/2003
22.86;Clear;16.6;03/07/2003
24.81;Clear;17.85;04/07/2003
27.64;Clear;20.61;05/07/2003
30.34;Clear;24.98;06/07/2003
32.98;Clear;27.53;07/07/2003
35.41;Clear;29.9;08/07/2003
36.88;Partly Cloudy;30.77;09/07/2003
37.14;Clear;30.69;10/07/2003
37.02;Clear;31.02;11/07/2003
36.44;Partly Cloudy;29.9;12/07/2003
35.27;Clear;28.8;13/07/2003
34.09;Clear;28.04;14/07/2003
33.47;Overcast;27.63;15/07/2003
32.6;Clear;26.69;16/07/2003
31.81;Partly Cloudy;25.51;17/07/2003
31.95;Light Snow;25.76;18/07/2003
32.0;Clear;25.68;19/07/2003
31.87;Light Snow;24.83;20/07/2003
31.96;Light Snow;26.02;21/07/2003
31.77;Light Snow;25.08;22/07/2003
32.01;Light Rain;25.42;23/07/2003
32.16;Light Rain;25.62;24/07/2003
32.78;Light Rain;26.88;25/07/2003
33.07;Drizzle;27.21;26/07/2003
33.28;Drizzle;27.13;27/07/2003
33.7;Clear;28.31;28/07/2003
34.32;Light Rain;28.47;29/07/2003
34.68;Light Rain;29.04;30/07/2003
35.24;Drizzle;29.0;31/07/2003
36.28;Drizzle;30.42;01/08/2003
36.69;Light Rain;31.34;02/08/2003
36.55;Rain;31.6;03/08/2003
36.86;Rain;31.63;04/08/2003
37.1;Rain;32.36;05/08/2003
37.43;Light Rain;34.08;06/08/2003
37.95;Light Rain;34.9;07/08/2003
38.92;Rain;38.92;08/08/2003
39.53;Light Rain;39.53;09/08/2003
40.81;Light Rain;40.81;10/08/2003
42.16;Light Rain;40.67;11/08/2003
49.51;Light Rain;44.44;12/08/2003
57.04;Rain and Breezy;57.04;13/08/2003
57.86;Rain and Breezy;57.86;14/08/2003
59.46;Rain;59.46;15/08/2003
58.79;Rain and Breezy;58.79;16/08/2003
57.96;Light Rain;57.96;17/08/2003
56.62;Partly Cloudy;56.62;18/08/2003
56.3;Clear;56.3;19/08/2003
55.62;Clear;55.62;20/08/2003
55.74;Partly Cloudy;55.74;21/08/2003
56.42;Partly Cloudy;56.42;22/08/2003
57.02;Partly Cloudy;57.02;23/08/2003
56.04;Light Rain;56.04;24/08/2003
54.66;Light Rain;54.66;25/08/2003
52.1;Light Rain;52.1;26/08/2003
49.81;Clear;45.21;27/08/2003
48.25;Clear;43.08;28/08/2003
46.29;Clear;40.93;29/08/2003
44.57;Drizzle;38.9;30/08/2003
42.58;Drizzle;36.97;31/08/2003
40.88;Drizzle;34.76;01/09/2003
39.54;Partly Cloudy;33.28;02/09/2003
38.33;Drizzle;32.01;03/09/2003
37.89;Partly Cloudy;30.3;04/09/2003
36.32;Clear;27.4;05/09/2003
35.1;Partly Cloudy;25.65;06/09/2003
33.78;Partly Cloudy;23.98;07/09/2003
32.63;Partly Cloudy;22.89;08/09/2003
31.71;Clear;21.36;09/09/2003
30.74;Partly Cloudy;20.14;10/09/2003
29.7;Clear;18.72;11/09/2003
28.9;Partly Cloudy;18.58;12/09/2003
27.99;Partly Cloudy;15.52;13/09/2003
27.61;Clear;15.29;14/09/2003
28.29;Clear;16.59;15/09/2003
29.68;Clear;17.48;16/09/2003
30.86;Clear;19.22;17/09/2003
31.52;Clear;19.24;18/09/2003
32.03;Clear;19.95;19/09/2003
31.64;Clear;19.87;20/09/2003
31.01;Clear;19.18;21/09/2003
30.27;Clear;18.53;22/09/2003
28.98;Clear;16.82;23/09/2003
26.53;Clear;15.07;24/09/2003
25.24;Clear;13.09;25/09/2003
24.29;Clear;12.67;26/09/2003
23.49;Clear;12.26;27/09/2003
22.56;Clear;11.14;28/09/2003
21.86;Clear;11.43;29/09/2003
21.41;Clear;10.73;30/09/2003
20.81;Clear;10.62;01/10/2003
20.36;Clear;10.93;02/10/2003
19.73;Clear;11.09;03/10/2003
19.2;Clear;11.25;04/10/2003
18.18;Clear;11.46;05/10/2003
16.66;Clear;8.78;06/10/2003
16.11;Clear;16.11;07/10/2003
21.07;Clear;16.92;08/10/2003
24.03;Clear;17.23;09/10/2003
26.94;Clear;20.74;10/10/2003
29.25;Clear;24.16;11/10/2003
31.64;Clear;25.55;12/10/2003
34.11;Clear;27.17;13/10/2003
35.98;Clear;28.62;14/10/2003
36.89;Clear;29.35;15/10/2003
36.98;Clear;28.89;16/10/2003
35.88;Clear;28.17;17/10/2003
33.27;Clear;25.97;18/10/2003
32.3;Clear;25.25;19/10/2003
32.37;Clear;24.61;20/10/2003
32.27;Clear;23.99;21/10/2003
32.51;Clear;24.59;22/10/2003
33.1;Clear;26.26;23/10/2003
33.64;Clear;27.25;24/10/2003
34.23;Clear;28.08;25/10/2003
34.57;Clear;28.2;26/10/2003
34.37;Clear;27.77;27/10/2003
34.02;Clear;28.07;28/10/2003
33.43;Clear;27.5;29/10/2003
33.3;Clear;27.79;30/10/2003
